replicate,period,row_position,row_label,window_n_rows,row_inclusion_probability
0,0,134,1971-03-01 00:00:00,359,0.011142061281337047
0,0,237,1979-10-01 00:00:00,359,0.011142061281337047
0,0,326,1987-03-01 00:00:00,359,0.011142061281337047
0,0,328,1987-05-01 00:00:00,359,0.011142061281337047
0,1,101,1968-07-01 00:00:00,359,0.011142061281337047
0,1,139,1971-09-01 00:00:00,359,0.011142061281337047
0,1,150,1972-08-01 00:00:00,359,0.011142061281337047
0,1,332,1987-10-01 00:00:00,359,0.011142061281337047
0,2,34,1963-01-01 00:00:00,359,0.011142061281337047
0,2,85,1967-04-01 00:00:00,359,0.011142061281337047
0,2,224,1978-11-01 00:00:00,359,0.011142061281337047
0,2,260,1981-11-01 00:00:00,359,0.011142061281337047
0,3,10,1961-02-01 00:00:00,359,0.011142061281337047
0,3,94,1968-02-01 00:00:00,359,0.011142061281337047
0,3,233,1979-09-01 00:00:00,359,0.011142061281337047
0,3,269,1982-09-01 00:00:00,359,0.011142061281337047
0,4,23,1962-04-01 00:00:00,359,0.011142061281337047
0,4,115,1969-12-01 00:00:00,359,0.011142061281337047
0,4,159,1973-08-01 00:00:00,359,0.011142061281337047
0,4,276,1983-05-01 00:00:00,359,0.011142061281337047
0,5,29,1962-11-01 00:00:00,359,0.011142061281337047
0,5,34,1963-04-01 00:00:00,359,0.011142061281337047
0,5,142,1972-04-01 00:00:00,359,0.011142061281337047
0,5,216,1978-06-01 00:00:00,359,0.011142061281337047
0,6,78,1967-01-01 00:00:00,359,0.011142061281337047
0,6,86,1967-09-01 00:00:00,359,0.011142061281337047
0,6,127,1971-02-01 00:00:00,359,0.011142061281337047
0,6,164,1974-03-01 00:00:00,359,0.011142061281337047
0,7,14,1961-10-01 00:00:00,359,0.011142061281337047
0,7,50,1964-10-01 00:00:00,359,0.011142061281337047
0,7,88,1967-12-01 00:00:00,359,0.011142061281337047
0,7,294,1985-02-01 00:00:00,359,0.011142061281337047
0,8,42,1964-03-01 00:00:00,359,0.011142061281337047
0,8,60,1965-09-01 00:00:00,359,0.011142061281337047
0,8,103,1969-04-01 00:00:00,359,0.011142061281337047
0,8,352,1990-01-01 00:00:00,359,0.011142061281337047
0,9,44,1964-06-01 00:00:00,359,0.011142061281337047
0,9,90,1968-04-01 00:00:00,359,0.011142061281337047
0,9,155,1973-09-01 00:00:00,359,0.011142061281337047
0,9,214,1978-08-01 00:00:00,359,0.011142061281337047
0,10,10,1961-09-01 00:00:00,359,0.011142061281337047
0,10,180,1975-11-01 00:00:00,359,0.011142061281337047
0,10,210,1978-05-01 00:00:00,359,0.011142061281337047
0,10,254,1982-01-01 00:00:00,359,0.011142061281337047
0,11,3,1961-03-01 00:00:00,359,0.011142061281337047
0,11,54,1965-06-01 00:00:00,359,0.011142061281337047
0,11,77,1967-05-01 00:00:00,359,0.011142061281337047
0,11,127,1971-07-01 00:00:00,359,0.011142061281337047
0,12,90,1968-07-01 00:00:00,359,0.011142061281337047
0,12,200,1977-09-01 00:00:00,359,0.011142061281337047
0,12,276,1984-01-01 00:00:00,359,0.011142061281337047
0,12,350,1990-03-01 00:00:00,359,0.011142061281337047
0,13,38,1964-04-01 00:00:00,359,0.011142061281337047
0,13,138,1972-08-01 00:00:00,359,0.011142061281337047
0,13,331,1988-09-01 00:00:00,359,0.011142061281337047
0,13,348,1990-02-01 00:00:00,359,0.011142061281337047
0,14,127,1971-10-01 00:00:00,359,0.011142061281337047
0,14,206,1978-05-01 00:00:00,359,0.011142061281337047
0,14,328,1988-07-01 00:00:00,359,0.011142061281337047
0,14,354,1990-09-01 00:00:00,359,0.011142061281337047
0,15,39,1964-07-01 00:00:00,359,0.011142061281337047
0,15,85,1968-05-01 00:00:00,359,0.011142061281337047
0,15,150,1973-10-01 00:00:00,359,0.011142061281337047
0,15,332,1988-12-01 00:00:00,359,0.011142061281337047
0,16,29,1963-10-01 00:00:00,359,0.011142061281337047
0,16,179,1976-04-01 00:00:00,359,0.011142061281337047
0,16,204,1978-05-01 00:00:00,359,0.011142061281337047
0,16,266,1983-07-01 00:00:00,359,0.011142061281337047
0,17,104,1970-02-01 00:00:00,359,0.011142061281337047
0,17,258,1982-12-01 00:00:00,359,0.011142061281337047
0,17,262,1983-04-01 00:00:00,359,0.011142061281337047
0,17,342,1989-12-01 00:00:00,359,0.011142061281337047
0,18,41,1964-12-01 00:00:00,359,0.011142061281337047
0,18,135,1972-10-01 00:00:00,359,0.011142061281337047
0,18,171,1975-10-01 00:00:00,359,0.011142061281337047
0,18,321,1988-04-01 00:00:00,359,0.011142061281337047
0,19,32,1964-04-01 00:00:00,359,0.011142061281337047
0,19,234,1981-02-01 00:00:00,359,0.011142061281337047
0,19,241,1981-09-01 00:00:00,359,0.011142061281337047
0,19,279,1984-11-01 00:00:00,359,0.011142061281337047
0,20,158,1974-11-01 00:00:00,359,0.011142061281337047
0,20,265,1983-10-01 00:00:00,359,0.011142061281337047
0,20,266,1983-11-01 00:00:00,359,0.011142061281337047
0,20,343,1990-04-01 00:00:00,359,0.011142061281337047
0,21,14,1962-12-01 00:00:00,359,0.011142061281337047
0,21,59,1966-09-01 00:00:00,359,0.011142061281337047
0,21,142,1973-08-01 00:00:00,359,0.011142061281337047
0,21,228,1980-10-01 00:00:00,359,0.011142061281337047
0,22,15,1963-02-01 00:00:00,359,0.011142061281337047
0,22,27,1964-02-01 00:00:00,359,0.011142061281337047
0,22,141,1973-08-01 00:00:00,359,0.011142061281337047
0,22,291,1986-02-01 00:00:00,359,0.011142061281337047
0,23,33,1964-09-01 00:00:00,359,0.011142061281337047
0,23,318,1988-06-01 00:00:00,359,0.011142061281337047
0,23,324,1988-12-01 00:00:00,359,0.011142061281337047
0,23,356,1991-08-01 00:00:00,359,0.011142061281337047
0,24,6,1962-07-01 00:00:00,359,0.011142061281337047
0,24,102,1970-07-01 00:00:00,359,0.011142061281337047
0,24,137,1973-06-01 00:00:00,359,0.011142061281337047
0,24,256,1983-05-01 00:00:00,359,0.011142061281337047
0,25,179,1977-01-01 00:00:00,359,0.011142061281337047
0,25,224,1980-10-01 00:00:00,359,0.011142061281337047
0,25,273,1984-11-01 00:00:00,359,0.011142061281337047
0,25,277,1985-03-01 00:00:00,359,0.011142061281337047
0,26,218,1980-05-01 00:00:00,359,0.011142061281337047
0,26,275,1985-02-01 00:00:00,359,0.011142061281337047
0,26,288,1986-03-01 00:00:00,359,0.011142061281337047
0,26,316,1988-07-01 00:00:00,359,0.011142061281337047
0,27,0,1962-04-01 00:00:00,359,0.011142061281337047
0,27,43,1965-11-01 00:00:00,359,0.011142061281337047
0,27,83,1969-03-01 00:00:00,359,0.011142061281337047
0,27,177,1977-01-01 00:00:00,359,0.011142061281337047
0,28,69,1968-02-01 00:00:00,359,0.011142061281337047
0,28,72,1968-05-01 00:00:00,359,0.011142061281337047
0,28,338,1990-07-01 00:00:00,359,0.011142061281337047
0,28,348,1991-05-01 00:00:00,359,0.011142061281337047
0,29,5,1962-11-01 00:00:00,359,0.011142061281337047
0,29,74,1968-08-01 00:00:00,359,0.011142061281337047
0,29,93,1970-03-01 00:00:00,359,0.011142061281337047
0,29,337,1990-07-01 00:00:00,359,0.011142061281337047
0,30,104,1971-03-01 00:00:00,359,0.011142061281337047
0,30,188,1978-03-01 00:00:00,359,0.011142061281337047
0,30,318,1989-01-01 00:00:00,359,0.011142061281337047
0,30,347,1991-06-01 00:00:00,359,0.011142061281337047
0,31,35,1965-07-01 00:00:00,359,0.011142061281337047
0,31,93,1970-05-01 00:00:00,359,0.011142061281337047
0,31,118,1972-06-01 00:00:00,359,0.011142061281337047
0,31,237,1982-05-01 00:00:00,359,0.011142061281337047
0,32,19,1964-04-01 00:00:00,359,0.011142061281337047
0,32,127,1973-04-01 00:00:00,359,0.011142061281337047
0,32,306,1988-03-01 00:00:00,359,0.011142061281337047
0,32,314,1988-11-01 00:00:00,359,0.011142061281337047
0,33,33,1965-07-01 00:00:00,359,0.011142061281337047
0,33,35,1965-09-01 00:00:00,359,0.011142061281337047
0,33,111,1972-01-01 00:00:00,359,0.011142061281337047
0,33,199,1979-05-01 00:00:00,359,0.011142061281337047
0,34,189,1978-08-01 00:00:00,359,0.011142061281337047
0,34,191,1978-10-01 00:00:00,359,0.011142061281337047
0,34,214,1980-09-01 00:00:00,359,0.011142061281337047
0,34,340,1991-03-01 00:00:00,359,0.011142061281337047
