replicate,period,row_position,row_label,window_n_rows,row_inclusion_probability
0,0,17,1961-06-01 00:00:00,349,0.011461318051575931
0,0,214,1977-11-01 00:00:00,349,0.011461318051575931
0,0,286,1983-11-01 00:00:00,349,0.011461318051575931
0,0,325,1987-02-01 00:00:00,349,0.011461318051575931
0,1,58,1964-12-01 00:00:00,349,0.011461318051575931
0,1,93,1967-11-01 00:00:00,349,0.011461318051575931
0,1,162,1973-08-01 00:00:00,349,0.011461318051575931
0,1,235,1979-09-01 00:00:00,349,0.011461318051575931
0,2,75,1966-06-01 00:00:00,349,0.011461318051575931
0,2,92,1967-11-01 00:00:00,349,0.011461318051575931
0,2,93,1967-12-01 00:00:00,349,0.011461318051575931
0,2,217,1978-04-01 00:00:00,349,0.011461318051575931
0,3,56,1964-12-01 00:00:00,349,0.011461318051575931
0,3,142,1972-02-01 00:00:00,349,0.011461318051575931
0,3,152,1972-12-01 00:00:00,349,0.011461318051575931
0,3,209,1977-09-01 00:00:00,349,0.011461318051575931
0,4,38,1963-07-01 00:00:00,349,0.011461318051575931
0,4,117,1970-02-01 00:00:00,349,0.011461318051575931
0,4,211,1977-12-01 00:00:00,349,0.011461318051575931
0,4,241,1980-06-01 00:00:00,349,0.011461318051575931
0,5,46,1964-04-01 00:00:00,349,0.011461318051575931
0,5,214,1978-04-01 00:00:00,349,0.011461318051575931
0,5,217,1978-07-01 00:00:00,349,0.011461318051575931
0,5,243,1980-09-01 00:00:00,349,0.011461318051575931
0,6,23,1962-06-01 00:00:00,349,0.011461318051575931
0,6,27,1962-10-01 00:00:00,349,0.011461318051575931
0,6,132,1971-07-01 00:00:00,349,0.011461318051575931
0,6,272,1983-03-01 00:00:00,349,0.011461318051575931
0,7,95,1968-07-01 00:00:00,349,0.011461318051575931
0,7,182,1975-10-01 00:00:00,349,0.011461318051575931
0,7,233,1980-01-01 00:00:00,349,0.011461318051575931
0,7,340,1988-12-01 00:00:00,349,0.011461318051575931
0,8,42,1964-03-01 00:00:00,349,0.011461318051575931
0,8,116,1970-05-01 00:00:00,349,0.011461318051575931
0,8,211,1978-04-01 00:00:00,349,0.011461318051575931
0,8,284,1984-05-01 00:00:00,349,0.011461318051575931
0,9,3,1961-01-01 00:00:00,349,0.011461318051575931
0,9,165,1974-07-01 00:00:00,349,0.011461318051575931
0,9,318,1987-04-01 00:00:00,349,0.011461318051575931
0,9,339,1989-01-01 00:00:00,349,0.011461318051575931
0,10,11,1961-10-01 00:00:00,349,0.011461318051575931
0,10,233,1980-04-01 00:00:00,349,0.011461318051575931
0,10,256,1982-03-01 00:00:00,349,0.011461318051575931
0,10,324,1987-11-01 00:00:00,349,0.011461318051575931
0,11,11,1961-11-01 00:00:00,349,0.011461318051575931
0,11,145,1973-01-01 00:00:00,349,0.011461318051575931
0,11,291,1985-03-01 00:00:00,349,0.011461318051575931
0,11,294,1985-06-01 00:00:00,349,0.011461318051575931
0,12,36,1964-01-01 00:00:00,349,0.011461318051575931
0,12,39,1964-04-01 00:00:00,349,0.011461318051575931
0,12,149,1973-06-01 00:00:00,349,0.011461318051575931
0,12,304,1986-05-01 00:00:00,349,0.011461318051575931
0,13,99,1969-05-01 00:00:00,349,0.011461318051575931
0,13,239,1981-01-01 00:00:00,349,0.011461318051575931
0,13,289,1985-03-01 00:00:00,349,0.011461318051575931
0,13,329,1988-07-01 00:00:00,349,0.011461318051575931
0,14,117,1970-12-01 00:00:00,349,0.011461318051575931
0,14,139,1972-10-01 00:00:00,349,0.011461318051575931
0,14,184,1976-07-01 00:00:00,349,0.011461318051575931
0,14,228,1980-03-01 00:00:00,349,0.011461318051575931
0,15,17,1962-09-01 00:00:00,349,0.011461318051575931
0,15,151,1973-11-01 00:00:00,349,0.011461318051575931
0,15,230,1980-06-01 00:00:00,349,0.011461318051575931
0,15,340,1989-08-01 00:00:00,349,0.011461318051575931
0,16,58,1966-03-01 00:00:00,349,0.011461318051575931
0,16,123,1971-08-01 00:00:00,349,0.011461318051575931
0,16,168,1975-05-01 00:00:00,349,0.011461318051575931
0,16,326,1988-07-01 00:00:00,349,0.011461318051575931
0,17,64,1966-10-01 00:00:00,349,0.011461318051575931
0,17,184,1976-10-01 00:00:00,349,0.011461318051575931
0,17,244,1981-10-01 00:00:00,349,0.011461318051575931
0,17,307,1987-01-01 00:00:00,349,0.011461318051575931
0,18,44,1965-03-01 00:00:00,349,0.011461318051575931
0,18,151,1974-02-01 00:00:00,349,0.011461318051575931
0,18,192,1977-07-01 00:00:00,349,0.011461318051575931
0,18,295,1986-02-01 00:00:00,349,0.011461318051575931
0,19,45,1965-05-01 00:00:00,349,0.011461318051575931
0,19,107,1970-07-01 00:00:00,349,0.011461318051575931
0,19,185,1977-01-01 00:00:00,349,0.011461318051575931
0,19,242,1981-10-01 00:00:00,349,0.011461318051575931
0,20,60,1966-09-01 00:00:00,349,0.011461318051575931
0,20,118,1971-07-01 00:00:00,349,0.011461318051575931
0,20,299,1986-08-01 00:00:00,349,0.011461318051575931
0,20,303,1986-12-01 00:00:00,349,0.011461318051575931
0,21,100,1970-02-01 00:00:00,349,0.011461318051575931
0,21,107,1970-09-01 00:00:00,349,0.011461318051575931
0,21,296,1986-06-01 00:00:00,349,0.011461318051575931
0,21,329,1989-03-01 00:00:00,349,0.011461318051575931
0,22,63,1967-02-01 00:00:00,349,0.011461318051575931
0,22,112,1971-03-01 00:00:00,349,0.011461318051575931
0,22,161,1975-04-01 00:00:00,349,0.011461318051575931
0,22,341,1990-04-01 00:00:00,349,0.011461318051575931
0,23,9,1962-09-01 00:00:00,349,0.011461318051575931
0,23,215,1979-11-01 00:00:00,349,0.011461318051575931
0,23,249,1982-09-01 00:00:00,349,0.011461318051575931
0,23,335,1989-11-01 00:00:00,349,0.011461318051575931
0,24,50,1966-03-01 00:00:00,349,0.011461318051575931
