replicate,period,row_position,row_label,window_n_rows,row_inclusion_probability
0,0,53,1964-06-01 00:00:00,337,0.011869436201780416
0,0,59,1964-12-01 00:00:00,337,0.011869436201780416
0,0,64,1965-05-01 00:00:00,337,0.011869436201780416
0,0,117,1969-10-01 00:00:00,337,0.011869436201780416
0,1,55,1964-09-01 00:00:00,337,0.011869436201780416
0,1,83,1967-01-01 00:00:00,337,0.011869436201780416
0,1,144,1972-02-01 00:00:00,337,0.011869436201780416
0,1,319,1986-09-01 00:00:00,337,0.011869436201780416
0,2,37,1963-04-01 00:00:00,337,0.011869436201780416
0,2,156,1973-03-01 00:00:00,337,0.011869436201780416
0,2,258,1981-09-01 00:00:00,337,0.011869436201780416
0,2,263,1982-02-01 00:00:00,337,0.011869436201780416
0,3,56,1964-12-01 00:00:00,337,0.011869436201780416
0,3,58,1965-02-01 00:00:00,337,0.011869436201780416
0,3,283,1983-11-01 00:00:00,337,0.011869436201780416
0,3,302,1985-06-01 00:00:00,337,0.011869436201780416
0,4,46,1964-03-01 00:00:00,337,0.011869436201780416
0,4,198,1976-11-01 00:00:00,337,0.011869436201780416
0,4,256,1981-09-01 00:00:00,337,0.011869436201780416
0,4,305,1985-10-01 00:00:00,337,0.011869436201780416
0,5,4,1960-10-01 00:00:00,337,0.011869436201780416
0,5,45,1964-03-01 00:00:00,337,0.011869436201780416
0,5,97,1968-07-01 00:00:00,337,0.011869436201780416
0,5,219,1978-09-01 00:00:00,337,0.011869436201780416
0,6,7,1961-02-01 00:00:00,337,0.011869436201780416
0,6,123,1970-10-01 00:00:00,337,0.011869436201780416
0,6,159,1973-10-01 00:00:00,337,0.011869436201780416
0,6,320,1987-03-01 00:00:00,337,0.011869436201780416
0,7,95,1968-07-01 00:00:00,337,0.011869436201780416
0,7,111,1969-11-01 00:00:00,337,0.011869436201780416
0,7,310,1986-06-01 00:00:00,337,0.011869436201780416
0,7,325,1987-09-01 00:00:00,337,0.011869436201780416
0,8,32,1963-05-01 00:00:00,337,0.011869436201780416
0,8,41,1964-02-01 00:00:00,337,0.011869436201780416
0,8,45,1964-06-01 00:00:00,337,0.011869436201780416
0,8,221,1979-02-01 00:00:00,337,0.011869436201780416
0,9,39,1964-01-01 00:00:00,337,0.011869436201780416
0,9,41,1964-03-01 00:00:00,337,0.011869436201780416
0,9,242,1980-12-01 00:00:00,337,0.011869436201780416
0,9,289,1984-11-01 00:00:00,337,0.011869436201780416
0,10,11,1961-10-01 00:00:00,337,0.011869436201780416
0,10,71,1966-10-01 00:00:00,337,0.011869436201780416
0,10,175,1975-06-01 00:00:00,337,0.011869436201780416
0,10,316,1987-03-01 00:00:00,337,0.011869436201780416
0,11,78,1967-06-01 00:00:00,337,0.011869436201780416
0,11,180,1975-12-01 00:00:00,337,0.011869436201780416
0,11,268,1983-04-01 00:00:00,337,0.011869436201780416
0,11,325,1988-01-01 00:00:00,337,0.011869436201780416
0,12,52,1965-05-01 00:00:00,337,0.011869436201780416
0,12,101,1969-06-01 00:00:00,337,0.011869436201780416
0,12,139,1972-08-01 00:00:00,337,0.011869436201780416
0,12,323,1987-12-01 00:00:00,337,0.011869436201780416
0,13,242,1981-04-01 00:00:00,337,0.011869436201780416
0,13,256,1982-06-01 00:00:00,337,0.011869436201780416
0,13,275,1984-01-01 00:00:00,337,0.011869436201780416
0,13,298,1985-12-01 00:00:00,337,0.011869436201780416
0,14,19,1962-10-01 00:00:00,337,0.011869436201780416
0,14,50,1965-05-01 00:00:00,337,0.011869436201780416
0,14,315,1987-06-01 00:00:00,337,0.011869436201780416
0,14,328,1988-07-01 00:00:00,337,0.011869436201780416
0,15,112,1970-08-01 00:00:00,337,0.011869436201780416
0,15,119,1971-03-01 00:00:00,337,0.011869436201780416
0,15,124,1971-08-01 00:00:00,337,0.011869436201780416
0,15,271,1983-11-01 00:00:00,337,0.011869436201780416
0,16,38,1964-07-01 00:00:00,337,0.011869436201780416
0,16,236,1981-01-01 00:00:00,337,0.011869436201780416
0,16,246,1981-11-01 00:00:00,337,0.011869436201780416
0,16,247,1981-12-01 00:00:00,337,0.011869436201780416
0,17,113,1970-11-01 00:00:00,337,0.011869436201780416
0,17,203,1978-05-01 00:00:00,337,0.011869436201780416
0,17,223,1980-01-01 00:00:00,337,0.011869436201780416
0,17,274,1984-04-01 00:00:00,337,0.011869436201780416
0,18,170,1975-09-01 00:00:00,337,0.011869436201780416
0,18,185,1976-12-01 00:00:00,337,0.011869436201780416
0,18,192,1977-07-01 00:00:00,337,0.011869436201780416
0,18,332,1989-03-01 00:00:00,337,0.011869436201780416
0,19,37,1964-09-01 00:00:00,337,0.011869436201780416
0,19,103,1970-03-01 00:00:00,337,0.011869436201780416
0,19,267,1983-11-01 00:00:00,337,0.011869436201780416
0,19,299,1986-07-01 00:00:00,337,0.011869436201780416
0,20,103,1970-04-01 00:00:00,337,0.011869436201780416
0,20,126,1972-03-01 00:00:00,337,0.011869436201780416
0,20,128,1972-05-01 00:00:00,337,0.011869436201780416
0,20,144,1973-09-01 00:00:00,337,0.011869436201780416
0,21,28,1964-02-01 00:00:00,337,0.011869436201780416
0,21,116,1971-06-01 00:00:00,337,0.011869436201780416
0,21,148,1974-02-01 00:00:00,337,0.011869436201780416
0,21,155,1974-09-01 00:00:00,337,0.011869436201780416
0,22,114,1971-05-01 00:00:00,337,0.011869436201780416
0,22,183,1977-02-01 00:00:00,337,0.011869436201780416
0,22,227,1980-10-01 00:00:00,337,0.011869436201780416
0,22,265,1983-12-01 00:00:00,337,0.011869436201780416
0,23,7,1962-07-01 00:00:00,337,0.011869436201780416
0,23,205,1979-01-01 00:00:00,337,0.011869436201780416
0,23,264,1983-12-01 00:00:00,337,0.011869436201780416
0,23,298,1986-10-01 00:00:00,337,0.011869436201780416
0,24,104,1970-09-01 00:00:00,337,0.011869436201780416
0,24,152,1974-09-01 00:00:00,337,0.011869436201780416
0,24,156,1975-01-01 00:00:00,337,0.011869436201780416
0,24,161,1975-06-01 00:00:00,337,0.011869436201780416
0,25,63,1967-05-01 00:00:00,337,0.011869436201780416
0,25,91,1969-09-01 00:00:00,337,0.011869436201780416
0,25,232,1981-06-01 00:00:00,337,0.011869436201780416
0,25,322,1988-12-01 00:00:00,337,0.011869436201780416
0,26,9,1962-12-01 00:00:00,337,0.011869436201780416
0,26,59,1967-02-01 00:00:00,337,0.011869436201780416
0,26,80,1968-11-01 00:00:00,337,0.011869436201780416
0,26,114,1971-09-01 00:00:00,337,0.011869436201780416
0,27,28,1964-08-01 00:00:00,337,0.011869436201780416
0,27,95,1970-03-01 00:00:00,337,0.011869436201780416
0,27,148,1974-08-01 00:00:00,337,0.011869436201780416
0,27,285,1986-01-01 00:00:00,337,0.011869436201780416
0,28,83,1969-04-01 00:00:00,337,0.011869436201780416
0,28,127,1972-12-01 00:00:00,337,0.011869436201780416
0,28,164,1976-01-01 00:00:00,337,0.011869436201780416
0,28,335,1990-04-01 00:00:00,337,0.011869436201780416
0,29,16,1963-10-01 00:00:00,337,0.011869436201780416
0,29,100,1970-10-01 00:00:00,337,0.011869436201780416
0,29,173,1976-11-01 00:00:00,337,0.011869436201780416
0,29,326,1989-08-01 00:00:00,337,0.011869436201780416
0,30,42,1966-01-01 00:00:00,337,0.011869436201780416
0,30,76,1968-11-01 00:00:00,337,0.011869436201780416
0,30,94,1970-05-01 00:00:00,337,0.011869436201780416
0,30,137,1973-12-01 00:00:00,337,0.011869436201780416
0,31,29,1965-01-01 00:00:00,337,0.011869436201780416
0,31,121,1972-09-01 00:00:00,337,0.011869436201780416
0,31,189,1978-05-01 00:00:00,337,0.011869436201780416
0,31,311,1988-07-01 00:00:00,337,0.011869436201780416
0,32,168,1976-09-01 00:00:00,337,0.011869436201780416
0,32,250,1983-07-01 00:00:00,337,0.011869436201780416
0,32,284,1986-05-01 00:00:00,337,0.011869436201780416
0,32,318,1989-03-01 00:00:00,337,0.011869436201780416
0,33,0,1962-10-01 00:00:00,337,0.011869436201780416
0,33,72,1968-10-01 00:00:00,337,0.011869436201780416
0,33,154,1975-08-01 00:00:00,337,0.011869436201780416
0,33,235,1982-05-01 00:00:00,337,0.011869436201780416
0,34,145,1974-12-01 00:00:00,337,0.011869436201780416
0,34,146,1975-01-01 00:00:00,337,0.011869436201780416
0,34,198,1979-05-01 00:00:00,337,0.011869436201780416
0,34,265,1984-12-01 00:00:00,337,0.011869436201780416
0,35,202,1979-10-01 00:00:00,337,0.011869436201780416
0,35,296,1987-08-01 00:00:00,337,0.011869436201780416
0,35,299,1987-11-01 00:00:00,337,0.011869436201780416
0,35,324,1989-12-01 00:00:00,337,0.011869436201780416
0,36,8,1963-09-01 00:00:00,337,0.011869436201780416
0,36,25,1965-02-01 00:00:00,337,0.011869436201780416
0,36,27,1965-04-01 00:00:00,337,0.011869436201780416
0,36,106,1971-11-01 00:00:00,337,0.011869436201780416
0,37,62,1968-04-01 00:00:00,337,0.011869436201780416
0,37,199,1979-09-01 00:00:00,337,0.011869436201780416
0,37,205,1980-03-01 00:00:00,337,0.011869436201780416
0,37,330,1990-08-01 00:00:00,337,0.011869436201780416
0,38,50,1967-05-01 00:00:00,337,0.011869436201780416
0,38,63,1968-06-01 00:00:00,337,0.011869436201780416
0,38,136,1974-07-01 00:00:00,337,0.011869436201780416
0,38,237,1982-12-01 00:00:00,337,0.011869436201780416
0,39,65,1968-09-01 00:00:00,337,0.011869436201780416
0,39,157,1976-05-01 00:00:00,337,0.011869436201780416
0,39,192,1979-04-01 00:00:00,337,0.011869436201780416
0,39,220,1981-08-01 00:00:00,337,0.011869436201780416
0,40,98,1971-07-01 00:00:00,337,0.011869436201780416
0,40,260,1985-01-01 00:00:00,337,0.011869436201780416
0,40,326,1990-07-01 00:00:00,337,0.011869436201780416
0,40,334,1991-03-01 00:00:00,337,0.011869436201780416
0,41,175,1978-01-01 00:00:00,337,0.011869436201780416
0,41,186,1978-12-01 00:00:00,337,0.011869436201780416
0,41,310,1989-04-01 00:00:00,337,0.011869436201780416
0,41,321,1990-03-01 00:00:00,337,0.011869436201780416
0,42,13,1964-08-01 00:00:00,337,0.011869436201780416
0,42,34,1966-05-01 00:00:00,337,0.011869436201780416
0,42,153,1976-04-01 00:00:00,337,0.011869436201780416
0,42,299,1988-06-01 00:00:00,337,0.011869436201780416
0,43,106,1972-06-01 00:00:00,337,0.011869436201780416
0,43,229,1982-09-01 00:00:00,337,0.011869436201780416
0,43,243,1983-11-01 00:00:00,337,0.011869436201780416
0,43,247,1984-03-01 00:00:00,337,0.011869436201780416
0,44,99,1971-12-01 00:00:00,337,0.011869436201780416
0,44,103,1972-04-01 00:00:00,337,0.011869436201780416
0,44,270,1986-03-01 00:00:00,337,0.011869436201780416
0,44,319,1990-04-01 00:00:00,337,0.011869436201780416
0,45,3,1964-01-01 00:00:00,337,0.011869436201780416
0,45,51,1968-01-01 00:00:00,337,0.011869436201780416
0,45,192,1979-10-01 00:00:00,337,0.011869436201780416
0,45,203,1980-09-01 00:00:00,337,0.011869436201780416
0,46,35,1966-10-01 00:00:00,337,0.011869436201780416
0,46,58,1968-09-01 00:00:00,337,0.011869436201780416
0,46,60,1968-11-01 00:00:00,337,0.011869436201780416
0,46,215,1981-10-01 00:00:00,337,0.011869436201780416
0,47,13,1965-01-01 00:00:00,337,0.011869436201780416
0,47,172,1978-04-01 00:00:00,337,0.011869436201780416
0,47,186,1979-06-01 00:00:00,337,0.011869436201780416
0,47,273,1986-09-01 00:00:00,337,0.011869436201780416
0,48,182,1979-03-01 00:00:00,337,0.011869436201780416
0,48,209,1981-06-01 00:00:00,337,0.011869436201780416
